,content
2676,'@alaahsiahboy pinjol apaan:(((('
2677,'@dheajln Klm ada pinjol'
2678,'Orang2 ini belom pernah ngerasain seru ngorank call center yg suka nawarin pinjol. Padahal itu lbih seru https://t.co/JMs7x0vd8i'
2679,'@fadlizon cuma segitu aja udah curhat diserang
2680,'@hrdbacot Bahkan difb jg banyak yg jual data orang
2681,'@fuadviking @karetlotek @ChevaNicuba @hrdbacot @dinidayahi Ketauan dulunya suka ngeclone akun pinjol
2682,'@akuya_aikya @Adhi85242830 @jokowi @ojkindonesia @ojkindonesia emg bisa apa soal PINJOL yaaa'
2683,'@helloeyu @hrdbacot biasanya buat upgrade go prem
2684,'@ter_awan Makanya even nomor kantor yg ga pernah share ke external
2685,'@rasjawa Ada fotokopi di kantor
2686,'@CNNIndonesia pinjol ilegal udh masuk itungan belum?'
2687,'@Puthutea Gue ditolak dong sama suami juga u.u gatepat sasaran ni prakerja anjirrr malah tukang pinjol yg dapet 😂'
2688,'@manusyaakuat Mereka mah gatau aja ya ngilangin foto profil karena lagi dikejar-kejar sama pinjol ya huhuhu'
2689,'nah ini pinjol! no handphone juga hati2.. nomor gue aja kesebar di internet
2690,'Ada yang dm kalo di fb banyak yang pamer daftarin akun pra kerja pake KTP orang\n\nBerulang- ulang mincot ingetin yaaaa
2691,'@BangAli__ Ga ada yg bagus
2692,'rekomendasi pinjol yg bagus dong 😂'
2693,'@wu_lex Bisa jd benar sih
2694,'Tetap waspada dengan keberadaan pinjol yang meresahkan warga.\n\n#pinjol \n#pinjamanonline \n#SabtuRebahan https://t.co/M9itMJxOY3'
2695,'@Hafidali25 hahahaha mampus pinjol lu di incer. limit berapa emg skrg? gua pinjem dong'
2696,'@taniacrs takut kena tipu pinjol sem 😭😭'
2697,"Dor! Assalamu'alaikum teman, mohon minta solusinya jgn menghujat aku karna pinjol😭aku tau sebelumnya memang salah tapi aku gak punya pilihan😭 https://t.co/jbSYcEQVSb"
2698,'@fadlizon Mau nawarin pinjol kalik Zonk.'
2699,'@Metro_TV mendingan pinjaman online di tutup aja di hapuskan dari negara indonesia.  biar yang udah jadi korban biar cepat menyelesaikan masalahnya dan yang belom mengenal pinjol biar tidak terjerumus. karena pencegahan dari.  sekarang lebih baik.  saya berharap ini bisa di tangani'
2700,'Paylater paylater pinjol pinjol udah ngurangin limit bahkan udah gak ngasih pinjaman.'
2701,'@ustadtengkuzul @agama_nusantara Percuma saja. Indonesia akaj hancur ekonominya karena covid19. Semua pebisnis fintech
2702,'@febrofirdaus Percuma. Indonesia akan hancur ekonominya karena covid19. Terutama semua pebisnis fintech
2703,'@bagibagirejeki Pengalaman dulu temen pernah pakai nomor hp aku untuk telp kerabat
2704,'@adorelescents @bagibagirejeki Pinjol ; seperti apa sih skema angsurannya?'
2705,'Joko Widodo dan OJK: Restrukturisasi Fintech (Pinjol) - Tandatangani Petisi! https://t.co/5IYvsblnHy lewat @ChangeOrg_ID'
2706,'Pinjol pinjol gmn neh kebijakannya @ojkindonesia'
2707,'@TofaTofa_id Itu yang nelpan nelpon DC pinjol kali.. Makanya kalo punya utang dibayar.'
2708,'@SpearbabyB @jebewf Dek
2709,'@4smara1701 RIP cicilan pinjol 😥'
2710,'@hellopapaw @disk0nfess D telfonin
2711,'@urultimatedream minjem sm pinjol jamin tiap hr di tlpn'
2712,'@tipsyvvinky Ya tetep Aja. Hati org ga Ada yang Tau sihh. Kalo dia nganggepinnya bikin baper ya sakit hati. Ya lu coba jd orang yg minjem pinjol gimana dahh. Btw
2713,'@BanyuSadewa Deskcoll pinjol menangis melihat twit ini'
2714,'@ekoaristiawan @hrdbacot Kena pinjol
2715,"'Dicari oknum PINJOL (ILEGAL) ""K DOMPET"" yang sudah melakukan penyalahgunaan data pribadi seorang nasabah dan mencemarkan nama baiknya. \n\n#pinjol \n#tuntutrelaksasipinjol \n#hukum \n#jumatambyar https://t.co/GXwK40u9qn'"
2716,'@xojolx Klo mau jebolin pinjol ilegal
2717,'@Puang_Adha Bodo amat! Jebolin aplikasi pinjol ilegal. \nItu yg masih dan bakal terus gue bisikin ke orang-orang sekitar gue.'
2718,'@umaleao @wiwiedsuharyadi Bener banget
2719,'@ojkindonesia tolong kebijakan @ojkindonesia untuk pinjol harus lebih tegas agar DC tidak sembarang menagih dan mengancam telfon kantor meskipun itu legal
2720,'Ada temen terjerat pinjol smpe mau jual motor bapaknya agar supaya aman dari ancaman dc yg mau bawa ke jalur hukum
2721,'@umaleao Di Facebook banyak bang yg suka posting jualan macem2 harga gak wajar tp terus minta poto semua identitas sampek foto diri bawa ktp. Nah itu pasti buat jebol2in pinjol kan bang? Kasian yg punya data euy'
2722,Kawan gw jd ga betah di rumah . Bukan karna corona.  Tp karna collector pinjol . \nPa' ce sudah berkliaran di depan komplek 😂😅
2723,'@umaleao Nambah followers yang pada hutang ke pinjol bang 😅'
2724,'DM nomor kalian untuk join WA Grup korban pinjol
2725,'@KicauSunyi Pinjol 😁'
2726,'tolong temen2 online ku baik yg kenal aku atau enggak jangan GAMPANG minjemin KTP atau buat akun di PINJOL demi nolongin temen atau karena kasihan temen lg gapunya duit! nanti ujung2nya gak bayar malah kalian yg susah sendiri krn urusannya lgsg sm BI Checking dan OJK🙂 https://t.co/kRdp2Cb3O4'
2727,'Pinjol jangan diberitakan kegiatan kering akibat Corona
2728,'Saya sangat berharap untuk aplikasi PINJAM GO penagihan  nya agar wajar saja
2729,'@AbaheAyman Yang terbaru yg punya perusahaan pinjol 😒'
2730,'@SiNiel1 Ga mikir :\n1. Pulsa &amp; Paket data\n2. Tagihan Listrik\n3. Cicilan motor\n4. Di Telp PinJol\n5. Apple keluarin Hp baru\n6. Baju Sepatu Sendal Baru\n7. AniesB Maheer TungkuZul Bahar HnurW DinS Zonki RizalR\n8. COVID-19 pastinya\n\nPengen seperti mereka tapi Kecanduan membuatku Sakau...'
2731,'@umaleao Saya pinjam ke pinjol hanya untuk tutup lubang tpi bukannya tertutup malah gali lobang lgi'
2732,'Ojek Online : Ojol\nPinjaman Online : Pinjol\nKontrakan Online : ???'
2733,'@janganterjebak1 Iyaa apalagi bunganya melintir @MataNajwa @MataNajwaShihab @MataNajwaID Tolong bantu upp korban2 pinjol legal dan ilegal bnyk yg tidak sesuai aturan @ojkindonesia'
2734,'udah gw mah pesannya itu aja.\n\nJauhi yg namanya pinjol \nSemuanya kontl pokoknya \nYg ojk ataupun yg nga~'
2735,'@citrarng Gw mah takutnya itu orang yg dm itu lagi depresi karna hutangnya. Udah banyak loh diluar sana orang nekat bunuh diri gara gara pinjol. Kalau ga bisa bantu ya ditenangin baik2 bukannya malah di ss seolah paling bener dan yg komen juga sama udah yg kayak paling bener.'
2736,'@iqblshdn daftar pinjol kak'
2737,'Minta saran yang pas gaes \n\nOjek online = ojol \nPinjaman online = pinjol\nKontrakan online = ...... ?\n\n#titit #malamjumat'
2738,'@ridwankamil https://t.co/KTGJDyeB53 Yang punya pinjol maupun tidak mohon bantu isi petisi'
2739,'@witaoctvia @r_ristianaa @AmiSiti11 Pinjol apa? Wkwk'
2740,@Rekkayeye @r_ristianaa @AmiSiti11 Mau makanan apa sih tinggal beli\nPake pinjol:'(
2741,'@hawadys dan orang yang punya urusan dengan pinjol'
2742,'@bejorasial Mantap buat pinjol'
2743,'@rlthingy jangan mauuu
2744,'@aduanBRTI @CCICPolri Selamat Malam bapak dan ibu maaf mengganggu
2745,'@andyeriantop @ukhtikaaa @roni_yulistyo @argandriing @5steeevvv @zhashal03 dm ybs aja mz andy 
2746,'@Ahmadstephen Sebetulnya pinter sih. Pinjem di pinjol yang ilegal terus hit n run. Menang banyak tapi anti masuk penjara wkwk'
2747,'Bangke baru engeh liat SMS dr pinjol ilegal semua. Mafia yg nama keswati menang banyak. Fak https://t.co/orzurEE6Uc'
2748,'@husennnnnnnn @_mardial_ Pinjol adalah jalan ninjaku'
2749,'@linkaja Tadi saya di minta begitu kak. Takut di buat pinjol 😖'
2750,'Liat twit katanya data prakerja itu bocor\n\nWell satu yang gw takutin
2751,'@wgalang Bisa jadi lang. Ada beberapa aplikasi pinjol yang minta permission baca kontak
2752,'@SenjaDiAwan @hrdbacot Hmmm.. Berarti startup di sini hanya terkait dengan the way we do business
2753,'@Loeychan___ @victoriayovita Ujung2nya yg kena getahnya orang terdekat yg dia cantumin namanya pas pertama kali daftar pinjol. Sya cuma mengingatkan untuk sender lain kali hati2 nder sma pinjaman online. Semoga sender di beri kemudahan supaya bisa membayar hutang2nya. Jadiin pelajaran aja ya nder'
2754,'@Loeychan___ @victoriayovita Maaf nder 
2755,'@ghOImbluss Semua aplikasi pinjol off semua selama convid  remukkkk'
2756,'@hanmula @hrdbacot Coba ngutang pinjol trs kagak bayar dan dikejar2 DC. Ntar hidupnya bergelombang pasti. 😅'
2757,'@ivandirgantaS Van lagi dirumah ? Oiii ini udah gawat
2758,'Saya meminta Mas Kaesang tolong bagaimana ini ? Saya belum ada penghasilan lagi. Apa yang saya harus perbuat
2759,'@kaesangp Halo mas Kaesang
2760,'Punya temen (cewe) yg adeknya (laki) sering banget nyusahin dia\nMaen pake motor dia \nTethering dr hape dia buat maen game\nBikin acc pinjol pake id dia\nNyicil motor nunggak lari nya ke dia\nDuit kontrakan rumah dibawa kabur adenya dia yg nalangin'
2761,'@mmiqia @victoriayovita Makanya jangan hutang
2762,'@jokowi Dalam keadaan begini pak Presiden bagaimana lagi saya harus bertahan ? Saya diteror dan terus menerus dihubungi oleh pihak pinjol pak Presiden. Tolong lah saya Pak Presiden yang tidak bisa lagi menghadapi keadaan begini.'
2763,'@jokowi Tapi Pak Presiden bagaimana dengan keadaan saya sekarang saat ini
2764,'@victoriayovita Udah terlanjur
2765,'@RockersPantura di doain jadi stafsus deh bang\n\nasal jangan merangkap jadi marketing pinjol aje\n\n🤣🤣🤣'
2766,'@victoriayovita Salah sbnrnya. Gua juga hampir terjebak di pinjol. Tp setelah di pikir2 dan gua berusaha untuk yg terakhir kali minta kekuatan dari tuhan. Gua ga jd pinjol. Meskipun saat it keadaany gua lg bnr2 ga ad duit dan ga bsa makan. Pinjol tuh cma ngerugiin asli'
2767,'@nabilalala__ pinjol pinjol perlu dimusnahkan !!!!!'
2768,'@Fauji_oktama @atikaenta Pinjol mn pinjol...\nKosipa mn kosipa...\n🥺🥺🥺🥺😥😥'
2769,'@victoriayovita Lanjutan..\nWalaupun gk di bayar cicilannya. \nKudu gtu emg sama pinjol yg TDK terdaftar jika mereka licik kita harus lebih lihai dalam memainkan peran kita.  Tp klo mw aman ya si bayar hutang anda
2770,'@victoriayovita Saran gw ganti nomor aja
2771,'@victoriayovita Sama sama salah sih.\nUdh tau pinjol beresiko tinggi tp gamau bayar. Ya jelas marah dong yg ngutangin :('
2772,'@wida396 jangan pake pinjol wkwk
2773,'@anto_winarno @rp750 Pantesan mendung kat isuk jhon !!\nGA opo arep bobol pinjol ???😜'
2774,'Dalam keadaan sehari hari semuanya berjalan lancar Pak Presiden
2775,'Informasi terkait resiko hutang online tentu banyak beredar di mana mana. Terutama terkait penyebaran data (pinjol ilegal).\nMenyeramkan? Mungkin. Tapi bagi mereka yg tak ada pilihan
2776,'@BlaiseGlacier @BankBTNcoid Akuu baru dari BTNs KC Malang
2777,'baru kali ini aing disms orang dari pinjol..\ncoba sopan
2778,'Cowok zaman skrg bukan minta pap tt atau pap naked
2779,'@EncengGondok15 @zainpn @_devalo jadi stafsus gantiin bos pinjol yang kemarin viral
2780,'Mulai banyak jg ya mafia pinjol https://t.co/eB414qyLRp'
2781,'@nabilalala__ ASLI SEREM BANGET LAAA!!! Jadiin pelajaran! Emg gapernah percaya pinjol gtgt tuh karna pasti kayak gini ujungnya
2782,'@naluritya @ab645an @megasch @audhinafh Hahaha. Yaaa
2783,'Ojek online = ojol \nPinjaman online = pinjol\nKontrakan online = ...... ?'
2784,'@umaleao Ckckckck\nSaya ga punya hutang pinjol. Gemes sama mereka yg mau aja terlibat beginian.\nSatu2nya hutang saya adalah krn bangun rumah dng cara mencicil. Bismillah semangat 180 juta lagi. Allah yg akan lunasi
2785,'Monggo yg mau pinjol..😁😁😁 https://t.co/vm4QYv3Ud7'
2786,'@antf99 @eskophi Pasti pinjol'
2787,'@tantosubarjah @el__piji Pinjol teh naon om? Punten kepo hehe'
2788,'@advokatprubahan @bagibagirejeki Buat byr pinjol🙏'
2789,'@BoyFromHighBury @kiipHealti @Dennysiregar7 Berantas pinjol'
2790,'@dwikwhyn_ Biar bisa pake ktpnya buat pinjol'
2791,'@aldorandybarus Selfie dulu buat pinjol lah miskin ni https://t.co/CWvgZF4tJ7'
2792,'@el__piji geuleuh ngaranna pinjol qiqiqi...'
2793,'@mazzini_gsp Dept collec pinjol'
2794,'@DiditIrfani2 Hati hati pinjol ceesdit'
2795,'@yudichann Korban pinjol si ibu ieu 😅'
2796,'@maxd0n Gk pinjol gk bank emok semua meresahkan'
2797,'@RachlanNashidik @jokowi kirain gua stafsus dari kalangan pinter dan terpelajar
2798,'Efek terror pinjol https://t.co/JloFW8c7PC'
2799,'@milleniYan @umaleao Bkin ormas pinjol hahaa'
2800,'@chicohakim @aniesbaswedan @DKIJakarta Biarkan saja buka usahanya. Lagi pula semoga saja ekonomi Indonesia hancur gara2 covid19 ini. Terutama bisnis pinjol
2801,'@blogdokter Nggak perlu masker dan APD. Semoga ekonomi Indonesia hancur gara2 covid19 ini. Terutama bisnis pinjol
2802,'@basuki_btp @pertamina Semoga ekonomi Indonesia hancur gara2 covid19 ini. Terutama bisnis pinjol
2803,'@altermenfess Ebuset2
2804,'@harishmakarim @difashfr Dah cocok buka perusahaan pinjol ye gue'
2805,'Bisnis Pinjol Mulai Kering Karena Corona https://t.co/7hXzUe0CAA'
2806,'@mas__piyuuu Usut juga tuh nomer surat 01 dan 02  perihal apa ??  dan dikirim ke siapa aja ?? Bedebah memang aplikator pinjol  sok  berlagak bekerja utk rakyat pedesaan ujung2nya jg dikenalin pinjol ....asuu tenan'
2807,'@eskophi Di tagih pinjol illegal be like https://t.co/7ggqQs10Dj'
2808,'@Mentimoen Covid akan menghancurkan ekonomi Indonesia
2809,'@umaleao Waktu itu dapet SMS kaya gini
2810,'@umaleao Itu nasabah ditagih DC
2811,'@AaLembur @RizkiR4madani @KikiHakim4 @sofiankawar1 @saifaliebahri_ @PensiunanRambo @TukangMu @machbeach @evisuryanti18 @BHD_8 @wartawankoboi13 @MOMDian2 @Mulia07094480 @babegalak1 @AhokerTulen @CANDAdanBISNIS @seruanhl @Ratujagad6 @ferdibillah @FatiarTiarti @APLpangeran1 @Hariyanto152 @ABANGPATIH19 @4ntonius_ @anto_winarno @AhmadYu20384527 @SetiaAdy_p @MaryanaNunung @serasan_sekate @indonesiaraya79 @vita_AVP @Vasternorland21 @PetanijemberNur @projowaskito @SaatTobat @drSyaraf0tak @wantahgdn @LukmanHarijanto @Bangzul__88 @DeadlockHeaven @SammiSoh @Dennysiregar7 @nemosyus @spektrumku @permadiaktivis @Tanpaagama @Airin_NZ @agama_nusantara @Agamajinasi Semoga covid19 ini menghancurkan ekonomi indonesia
2812,'@gitaprs Lah masa gue juga dapet sms begitu dari dianya. Kan tolol
2813,'@hrdbacot Ce es pinjol here'
2814,'@collegemenfess Liat-liat dulu pinjamannya ya
2815,'@umaleao @Greschinov Bikin tread dong Bang
2816,'@mantriss Elon sumbang
2817,'@IndiHome Tagihan indihome masa keterlambatan dendanya 5% setiap bulan
2818,'@JimmyHerdyansy4 @LaodeMSyarif @GarudaPutra @amarthaid @jokowi @KPK_RI Bos PINJOL 😂'
2819,'Pecat aja lah si @GarudaPutra ini
2820,'@ojkindonesia Kalau untuk pinjol yg ilegal/legal..yg sudah menyebar kn data pinjaman online kita ke semua kontak tlpn bagaimana peraturan penindakan nya.. saya sudah kirimkan email ke OJK/AFPI.. tapi belum ada komentar dn balasan sampai sekarang..'
2821,'@ojkindonesia Di tindak tuh debcolektor leasing/pinjol masih banyak yg berkunjung ke debitur
2822,'@CyberSkuad 001 dan 002 iklan pinjol ke instansi kliatanya'
2823,'Klo gk mau ditagih
2824,'Ada ya pinjol tp disuruh gk usah terlalu mikirin bayarnya🤦\u200d♀ namanya utang
2825,'@kangsemproel @mantriss Maranehna lain budak bolon kang.... \nKalau sudah tercebur kekolam semuanya punya kepentingan tinggal dicarikan kendaraan yang akan dipakai saja.....\n\nYang baru ketauan kan jagain lilinnya pinjol....\n\n*ceuk beja ti jurig'
2826,'Oh punya pinjol nih orang?? https://t.co/vE1vEjugk5'
2827,'@wadinug @EnggalPMT Babi pinjol!!!! Lembaga Ribawi!!! Tutup tuh model rentenir kyak gtu!!! Nambah susah rakyat yg jd korbannya!!!'
2828,'Kenapa SMS pinjol gak pernah abis2 ya lord https://t.co/kpILwo6m7v'
2829,'Oooo... Andi Garuda tu boss pinjol tho? Yang jadi korban pinjol mana suaranya?'
2830,'@Buyung_Isjoyo @IwanSumule @saincis Pinjol ??'
2831,'@TofaTofa_id Yang punya Tunaiku
2832,'@Geyelicius Diamah pinjol'
2833,'Stafsus Jokowi dan pendiri startup pinjol
2834,'Walah...stafsus ternyata bos pinjol ya..pantesan jadi proyek'
2835,'Stafsus Jokowi dan Pendiri Startup Pinjol
2836,'@DjanChoek @jokowi Klo punya nyali dan punya marwah mestinya dah mundur bos pinjol ini
2837,'@DjanChoek Pecat aja
2838,'@republikaonline @ChristWamea Jiwa Pinjol
2839,@r4ky4t_biasa @podoradong Bo's pinjol
2840,'@ojkindonesia Bagaimana dgn pinjol (pinjaman online)????itu lbh bnyk membebani rakyat terutama rakyat kecil'
2841,'@ferryadrian__ @mazzini_gsp @jokowi Pinjaman online itu kayak rentenir 4.0
2842,"'@umaleao Yang ada minta identitas lengkap + beberapa nomer kontak tlpon org terdekat dan gak menutup kemungkinan semua kontak karena tiap apk pinjol diberi izin untuk mengakses ""kontak"" smartphone'"
2843,'@tidakpakesoftex Itungannya manipulasi tu kalo di perusahaan gw kerja (finance) apalagi kalo ngajuin pinjol 😂'
2844,'@Kenzi__99 Tp yg telfon nya DC sm Pinjol mau mbak???'
2845,'@rlthingy Gara gara utang pinjol sampe 2 digit'
2846,'@grumpyeka SMS aja. Daripada tu SMS cuma buat nampung spam iklan pinjol atau OTP'
2847,'Setdah
2848,'@Ganywiguna Pap ktp buat data pinjol ya
2849,'Surat bos PINJOL yang jadi stafsus @Jokowi tertanggal 1 April dg nomor urut 003
2850,'@alexander_murfi @8080808080808o kira kira DC nya sama kaya pinjol nggak ya kalo nagih😁😁😁'
2851,'@videlyae Tenggorokan dan paru-parunya. Semoga covid19 ini membuat ekonomi indonesia hancur
2852,'@untukmu25 @hmydarman gimana kalo mereka punya utang pinjol leasing 
2853,'@MAIAsangJUARA Masih cari uang ya? Semoga covid19 ini membuat ekonomi indonesia hancur
2854,'@OneMoment75 @wotonnie @Dennysiregar7 @aniesbaswedan Semoga covid19 ini membuat ekonomi indonesia hancur
2855,'@dennisthinks Semoga covid19 ini membuat ekonomi indonesia hancur
2856,'@akbarindriano @rpmahardhikaa @shyaytan @Pegadaian Ngeblong pinjol aja mz hehehe'
2857,'@Shda_Agatha Mereka ada karena banyak permintaan masyarakat yg butuh
2858,'@Shda_Agatha Memang kalo pake pinjol kita seolah siap hancur di pandangan kenalan dan saudara.'
2859,'@Sarah_Pndj Jatah2 bg2 kue ke stafsus
2860,Apa hubungannya pinjol dengan corona?\nOrang desa disuruh minjem duit buat beli masker?\nI'm seriously asking... https://t.co/HlSrr727hu
2861,'@Uki23 staf pinjol yah\n\nwkwkwkk\n\nshame on you mr stafsuuuuusssss'
2862,'@AlvaresWandi @dwikialjawi Gabut = nipu ala2 pinjol sm bagi2 hadiah puluhan juta rupiah di fb 😑'
2863,'Pinjol auto bangkrut ajg hahaha https://t.co/39dfixGaBl'
2864,'@umaleao org yg minjam di pinjol n ke bawak mikir
2865,'@umaleao @Chaadicted Semoga covid19 ini membuat ekonomi indonesia hancur
2866,'Dan untuk kalian
2867,'setelah beberapa bulan
2868,'Darisana sudah kebayang kan berapa sisa gajiku setelah bayar pinjol sebelumnya? berawal dari itu aku selalu pinjam di pinjol. Gali lobang tutup lobang. Tapi semakin lama semakin banyak
2869,'Ya
2870,'@VIVAcoid jangan di lunasi dia Rentenir / Pinjol'
2871,'@EnggalPMT Dengan pinjol nya ....eehh..fintech...'
2872,'@umaleao Hutang milyaran bank nya nagih ke kita
2873,'@VIVAcoid Aplikator pinjol rentenir on line itu ya?!..serius nanya'
2874,'@RachlanNashidik @4nd103125330 @jokowi Fintech..kebnyakan yg make pinjol....wkwkwk'
2875,"'Ternyata gebrakan 4.0 yg dijanjikan yakni pinjol swasta milik stafsus ""dipaksain"" u/ dipakai oleh desa dan bimbel online milik stafsus disiram triliunan dana prakerja. \n\nKalau di Rise of Nations gayaan dan omongan sok \'research\' sampe Information Age"
2876,'@ridwanhr Ruuuaaarrrr binasa... perusahaan pinjol toh... perisahaan riba ternyata'
2877,'@ipanipun_ @putriwidatii soalnya pinjol pun gini 😂
2878,'@tidakpakesoftex @bagasrahan Oh .. prakerja ..kirain pinjol 😁😁'
2879,'@tidakpakesoftex @bagasrahan Buat pengajuan pinjol neh'
2880,'@kumparan @jokowi Pengelola pinjol kah ?? Tanya'
2881,'@NephiLaxmus Kalau pinjol masih terlalu halus ya? Sudah banyak makan korban tuh'
2882,'@rizkidwika Situasi begini
2883,'@jandakembang78 @RamliRizal @jokowi Pinjol yah'
2884,'@masmoojoo @KRMTRoySuryo2 @jokowi Dana amarta dari Pinjol online ...ngakakkkkkkkkkkkkk'
2885,'@lilik_y @ridwanhr @K1ngPurw4 @amarthaid Fintech istilah umum
2886,'@detikcom @detikfinance kenapa selalu ojol yang diperhatikan
2887,'@Sarah_Pndj @KemensetnegRI PT AMF itu apakah Pinjol kak?'
2888,'@Sam_Ardi PT AMF milik stafsus itu
